,AirNow_PM25,Lat,Lon,entire_atmosphere_single_layer_AOTK,surface_APCP_acc_fcst,180_0mb_above_ground_CAPE,255_0mb_above_ground_CAPE,90_0mb_above_ground_CAPE,surface_CAPE,180_0mb_above_ground_CIN,255_0mb_above_ground_CIN,90_0mb_above_ground_CIN,surface_CIN,surface_CRAIN,surface_CSNOW,1000mb_DPT,2m_above_ground_DPT,500mb_DPT,700mb_DPT,850mb_DPT,925mb_DPT,700mb_DZDT,surface_EFHL,surface_FRICV,1000mb_HGT,500mb_HGT,700mb_HGT,850mb_HGT,equilibrium_level_HGT,level_of_adiabatic_condensation_from_sfc_HGT,no_level_HGT,surface_HGT,surface_HPBL,surface_LAND,low_cloud_layer_LCDC,surface_LHTFL,10m_above_ground_MAXUW_1hr_max_fcst,10m_above_ground_MAXVW_1hr_max_fcst,0m_underground_MSTAV,2m_above_ground_POT,entire_atmosphere_RADARVIL,2m_above_ground_RH,entire_atmosphere_RHPW,surface_SFCR,2m_above_ground_SPFH,boundary_layer_cloud_layer_TCDC,1000mb_TMP,2m_above_ground_TMP,500mb_TMP,700mb_TMP,850mb_TMP,925mb_TMP,surface_TMP,surface_VEG,0_1000m_above_ground_VUCSH,0_1000m_above_ground_VVCSH,pm25sat_ge,pm_avg,smoke_dust_mask_ge,abi_aod_ge,slope_ge,intercept_ge,count_aod_ge,count_cm_ge,aod_center,aod1,aod2,aod3,aod4,aod5,aod6,aod7,aod8,SED,SZA,Wind Speed
0,1413.4,51,-65,42.125,297.75,5848,5980,5120,5752,2.966796875,4.921875,4.0625,4.98046875,1,1,302.25,301,272.5,286.25,294.25,298,13.765625,1002,2.98046875,344.75,6012,3278,1670,16184,7256,12272,2562,7012,1,100,1060,31.171875,24.125,100,330.25,88.375,100,99.1875,0.799804688,0.023773193,100,323,324,275.75,295.75,312.25,318,333.25,100,47.21875,41.1875,2404.394287,10068.29785,2,4.920678139,20116.47266,2974.330566,18,19,4.836333275,4.939683914,4.926744461,4.912023067,4.944018841,4.799713612,5.010457039,4.972554207,4.998206139,1.016719661,175.5696147,31.31273981
1,0,25,-126,0,0,0,0,0,0,-1550,-1730,-1380,-1910,0,0,234.75,205.875,192.125,192.125,192.125,192.125,-9.7109375,-529,0,-211.875,4924,2542,1112,-12.328125,85.6875,334.75,-32.46875,7.21875,0,0,-250,-20.9375,-28.6875,0,235.125,0,1,2.80078125,0.000100017,2.00E-05,0,238.25,233.5,226.375,235.375,237.25,239.625,228.375,0,-36.46875,-33.8125,0,0,0,-0.050000001,-33349.33984,-3435.789307,0,0,-0.050000004,-0.050000004,-0.050000004,-0.050000004,-0.050000004,-0.050000004,-0.050000004,-0.050000004,-0.050000004,0.98328,5.530815837,0.039640261
